topic 0,topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9
0.000645300334655,0.000645309024066,0.000645325986765,0.428169986902,0.000645287393037,0.454348701843,0.0593153982118,0.000645373534099,0.000645310302473,0.054622350826
0.000719607423265,0.317426859104,0.000719616187309,0.141468824876,0.200394604033,0.000719599289272,0.000719618352856,0.000719594334204,0.000719635217319,0.335973110566
0.000893073200776,0.000893010784342,0.279132409442,0.000893002194601,0.000892953341108,0.487238870377,0.000893145598398,0.00089319275107,0.000893029491399,0.2273360257
0.000355977376245,0.000355952209771,0.00035596111474,0.000355955923704,0.000355956101928,0.164398838423,0.185438407938,0.113426630086,0.489681493344,0.0442983389884
0.221138999912,0.00106397055216,0.00106399230659,0.00106407248144,0.00106399452714,0.00106399942056,0.770357191504,0.00106404696955,0.00106398784155,0.00106401142476
0.000934807170896,0.000934840502994,0.000934777507085,0.000934785711658,0.844726637025,0.000934763326674,0.000934783358793,0.147806772198,0.000934733779074,0.000934829946122
0.445163196923,0.00135152072299,0.00135151668336,0.00135166045102,0.00135158421838,0.00135154585855,0.54402459941,0.001351794879,0.0013515886366,0.00135155933019
0.00172442068517,0.00172440665337,0.00172436483508,0.256651384976,0.00172448225951,0.00172438914336,0.729586258922,0.00172453369525,0.00172440615724,0.00172441706604
0.000613629180756,0.000613688896172,0.000613675569809,0.000613671734098,0.000613643648704,0.000613635958137,0.000613704140835,0.342156699086,0.14192038092,0.511641093323
0.257333927919,0.000259110897968,0.583430589284,0.0778131849901,0.000259102609277,0.000259108220651,0.0669949488421,0.000259131299743,0.0116518867938,0.000259129714107
0.000666803392782,0.000666772018868,0.149860521207,0.000666804900149,0.000666743521743,0.000666803696637,0.000666768107723,0.00066677137717,0.844816406119,0.000666798182225
0.00434859868204,0.00434899059882,0.00434874349203,0.00434950473149,0.416386818673,0.365693034753,0.00434919206323,0.00434993806748,0.00434864769277,0.00434909676936
0.00116308915287,0.00116302141537,0.00116309451743,0.00116306101541,0.430538041193,0.0011630320073,0.499248010607,0.0620949530697,0.00116315188088,0.0011630683851
0.720518800759,0.00117668687828,0.00117679101252,0.00117676307386,0.226116621429,0.00117674488856,0.00117679769034,0.00117682601626,0.00117687639987,0.0486694749387
0.000571579162766,0.994855772207,0.000571593720333,0.000571589778148,0.000571573096315,0.000571580706853,0.00057157894898,0.000571609063781,0.000571537855276,0.000571587300907
0.0521034812743,0.698240533503,0.0825066884312,0.00075777412074,0.000758115151876,0.000757797657649,0.000757815326928,0.121457450552,0.0483965628341,0.000757797129489
0.00222256787368,0.875776422262,0.00222250381451,0.00222261353327,0.00222296256926,0.00222254878435,0.106437914364,0.00222282806195,0.0022226478069,0.00222265630086
0.00149278973362,0.00149271882481,0.00149279815303,0.00149278700697,0.106572024691,0.00149279048935,0.88143934197,0.00149282547397,0.00149283054122,0.00149283847544
0.124975606592,0.000137970272578,0.622908277931,0.000137962947717,0.000137951959434,0.000137955042464,0.000137970081625,0.248501326046,0.000137969327343,0.00316408032636
0.000342551656968,0.127276316503,0.000342545056453,0.000342542906386,0.000342572199216,0.000342555442165,0.000942604468989,0.857234542163,0.000342541582508,0.0139708387639
0.0100027059272,0.504875564353,0.0100014288973,0.0100024991256,0.0100038188643,0.010002144408,0.415030519134,0.0100020235676,0.0100015217402,0.0100024093623
0.0111124331216,0.470555307911,0.0111125417928,0.0111119717146,0.0111201321119,0.0111135492023,0.440689051764,0.0111117992522,0.0111117451924,0.0111121182333
0.00117656994415,0.00117656811043,0.00117660482541,0.98941073666,0.00117660530716,0.00117658102101,0.00117657877736,0.00117660153795,0.00117658854209,0.00117657105956
0.00270313770523,0.00274574662425,0.00270324469692,0.0027031120645,0.00270354969634,0.00270329521871,0.00270322869441,0.961487615595,0.00270350991946,0.0027034662487
0.00045053057847,0.00045053401921,0.641781669063,0.0209600494171,0.012623618042,0.101118350794,0.0290625583769,0.000450540551695,0.193093178491,0.000450540032004
0.571263882883,0.000436767090959,0.000436814352422,0.000436809161256,0.000436733290196,0.000436748357195,0.000436787870182,0.425237700354,0.000436783562188,0.00043676837486
0.0100009060157,0.0100019897488,0.010000642578,0.0100006479862,0.0100009500587,0.909990907586,0.0100016643913,0.0100008831173,0.0100006613878,0.0100007504876
0.0961017357082,0.101603514962,0.00140885958285,0.121679799322,0.00140873394651,0.00140873090388,0.00140888203106,0.243154185408,0.00140877402803,0.458624614723
0.00204125222023,0.110108321511,0.00204122149285,0.00204138940149,0.00204143139893,0.130814909377,0.00204137685365,0.00204123502999,0.0020413308381,0.745412715633
0.887486399246,0.0125004836042,0.0125008078574,0.0125007113808,0.0125011870607,0.0125009359625,0.0125019002668,0.0125060738396,0.0125011628011,0.0125025139675
0.914495225631,0.0010103284984,0.00101031786433,0.0783344833507,0.00101022993146,0.00101027806431,0.00101029590513,0.00101029582557,0.00101031403484,0.0010102752547
0.169487894612,0.000781383716509,0.000781404471742,0.000781460946117,0.000781485096973,0.000781384512544,0.0135521297657,0.298524953197,0.000781461760224,0.514613253187
0.000558780270602,0.000558748464815,0.000558790679668,0.0917964702576,0.0139178906459,0.000558798522111,0.0379163458747,0.711465058472,0.000558761577558,0.1499018759
0.000599003162287,0.000598915329026,0.000598934633925,0.000598954684602,0.000598935223432,0.000598911627043,0.99460952131,0.000598965609841,0.000598961655318,0.000598913248682
0.000378900034593,0.000378848386293,0.000378871740491,0.00037887661206,0.000378889252847,0.000378865658068,0.996590106049,0.000378915179746,0.000378862868804,0.000378879224123
0.745967814632,0.000467378145175,0.250284900228,0.000467418165441,0.000467370022012,0.000467394689802,0.000467408996095,0.000467415410187,0.000467389786881,0.0004674053333
0.000311604404784,0.00031162757718,0.000311597895761,0.0003115953331,0.0221307257989,0.000311604244601,0.000311613663587,0.975180719388,0.000311597113679,0.000311612374363
0.0747422848093,0.00120522700493,0.031319823197,0.00120520641777,0.00120508819124,0.0012051322603,0.00120517229545,0.914871315732,0.0012051923324,0.0012051129993
0.796912004736,0.000354680293044,0.000354750209867,0.0927694587733,0.000354773822987,0.000354700867278,0.000354720862897,0.107841996882,0.000354712653689,0.000354694385761
0.000800134919689,0.000800224959866,0.00080017235914,0.000800128798129,0.000800211247595,0.156615542308,0.837004809563,0.000800264875279,0.000800191036028,0.000800155071998
0.454387966251,0.000507811731906,0.00050776580663,0.207449109755,0.000507712807861,0.000507693816186,0.14775839719,0.186907996951,0.000507749539525,0.000507756769853
0.974996093267,0.00277804178163,0.00277846102593,0.00277853040827,0.00277801755654,0.00277803066067,0.0027781279256,0.00277828329323,0.0027782388852,0.00277812839113
0.00172455761584,0.00172468160681,0.00172453962816,0.00172449402063,0.00172460201777,0.00172500031421,0.00172457509942,0.984478862975,0.00172447999985,0.00172444932976
0.153812376509,0.00196100710851,0.0519769341344,0.772710570444,0.00196099959761,0.00196104512953,0.00196122929053,0.00196129139009,0.00196113945552,0.00196136495826
0.513210541174,0.000454622779256,0.000454631640494,0.385275724951,0.000454659028463,0.000454606422,0.0985081745173,0.000454689515956,0.000454699534613,0.000454661462102
0.000281796737638,0.000281744389858,0.000281782467309,0.000281774698008,0.997464070076,0.000281744987856,0.000281774848276,0.000281781159178,0.000281773550976,0.0002817543128
0.00212787290711,0.00212826522973,0.00212825969067,0.0021279726615,0.00212856323133,0.351765382245,0.00212795387767,0.00212820304792,0.00212787286176,0.631206081944
0.00129888274183,0.00129882900837,0.00129884498738,0.00129909026625,0.00129890345044,0.00129884174677,0.988310071362,0.00129891672603,0.001298876185,0.00129888200467
0.000492748866512,0.000492672909212,0.000492709083367,0.000492735620144,0.000492672387842,0.000492666499492,0.000492708307952,0.984548675644,0.000492737948757,0.0124164642412
0.887474378807,0.0125019104604,0.0125022339299,0.012503761904,0.0125017468344,0.0125016448096,0.0125047149281,0.012503300827,0.0125036853737,0.0125025302092
0.124334629697,0.000267464076766,0.52151915654,0.000267451378178,0.00026746369092,0.000267438482218,0.320002156346,0.0298629380579,0.00026745411986,0.000267459501038
0.000301295502618,0.000301275097706,0.0581592495747,0.000301279310244,0.000301257398005,0.000301263496657,0.735471188376,0.204215931357,0.000301318515831,0.000301258859465
6.97963749457e-05,0.820228314742,6.97965957267e-05,6.97960253408e-05,6.97952792645e-05,0.0239956394886,6.97971982804e-05,6.98043300398e-05,0.144380046347,0.0109574261738
0.295531543177,0.000709388260417,0.377270626811,0.179003467046,0.000709371891452,0.000709389108138,0.000709447435281,0.0855881282554,0.058110531673,0.000709446786276
0.00175487095601,0.00175476606775,0.0999858302955,0.00175499049687,0.00175480155251,0.00175467603367,0.00175480440999,0.885969284487,0.00175479145672,0.00175479912413
0.000806666566535,0.000806601248786,0.000806684689616,0.329087166287,0.000806630286552,0.000806573092717,0.0227310833241,0.631381104928,0.000806664405543,0.000806639041023
0.0196246692918,0.000746545284577,0.0592677893575,0.028593087648,0.000746435006666,0.000746400253147,0.661546933174,0.234560063658,0.000746478715132,0.000746466604118
0.692550847229,0.000581537853225,0.000581501912891,0.000581550354802,0.000581514435122,0.000581480035009,0.000581508000227,0.294196508626,0.000581516654821,0.000581578552644
0.0166683801829,0.0166675812377,0.84998377619,0.0166680946795,0.0166675536611,0.016667227423,0.0166684815991,0.0166720694943,0.0166684022483,0.016668616829
0.00107544454765,0.00107547340272,0.00107553398489,0.00107548937223,0.00107552728129,0.127655505374,0.00107551508879,0.800024093408,0.0647865926508,0.00107556260499
0.00104192143954,0.00104188578674,0.00104200194251,0.00104195897622,0.00104193226491,0.0492506145289,0.346409193448,0.595164418494,0.00104192660933,0.00104199664047
0.000869760970347,0.000869697608876,0.000869727271065,0.00086976430835,0.000869784186813,0.000869725388065,0.000869749065109,0.992172107841,0.000869814953663,0.000869752962895
0.000523660863793,0.983306868934,0.0125028135791,0.000523662555696,0.000523703146776,0.00052368755391,0.000523686461588,0.000523708592243,0.000523657571248,0.00052369468278
0.00112383787038,0.00112385994715,0.181992197148,0.00112386030098,0.00112387166072,0.294981553652,0.240135304937,0.229698001004,0.0407089401248,0.00112386028958
7.07880027306e-05,7.0784775012e-05,0.908610613992,7.07886574872e-05,7.07879224253e-05,7.07864114262e-05,7.07887153715e-05,0.0908862688352,7.07856048452e-05,7.07886907527e-05
0.000532060556395,0.120329458536,0.76246626183,0.00053201670336,0.000531997593343,0.000531978401602,0.00053202785963,0.000532032843404,0.000532058715997,0.113829513913
0.345688965531,0.000408264878037,0.0213610624989,0.305792210259,0.000408218271062,0.000408278218789,0.000408290431906,0.286284806331,0.038742208728,0.000408283314581
0.000330124229104,0.000330135148048,0.0621420234527,0.303542270195,0.000330121478339,0.000330103334872,0.021881805232,0.593431261398,0.000330112225953,0.0175709306071
0.0111133305259,0.899982468306,0.0111173582189,0.011111683735,0.0111121953957,0.011115008557,0.0111123508143,0.0111117967879,0.0111120660119,0.0111114934288
0.559590842391,0.0410288108132,0.000344911929662,0.103608169492,0.000344891202182,0.000344931454109,0.000344914681675,0.293677709189,0.000344916599367,0.00034491471329
0.000350986375162,0.000350940718669,0.118512489125,0.000350966575451,0.000350933110179,0.0282467628257,0.000350976629,0.000350984430667,0.152994594673,0.697942385545
0.000454627180661,0.000454622915546,0.000454627401466,0.140051965226,0.000454648491224,0.00045465955506,0.000454668415268,0.419212297387,0.000454621984557,0.437476298788
0.341733018574,0.000319547191872,0.000319576270166,0.144986743007,0.000319539549522,0.000319557798406,0.266768177387,0.247849860684,0.000319578885792,0.00031957638992
0.0014929810383,0.00149304510289,0.00149304632511,0.00149294890636,0.286260655178,0.00149302679961,0.701718366168,0.00149298833345,0.00149294897645,0.00149303075261
0.310020851341,0.000282555429079,0.258421439696,0.000282542160292,0.000282539330851,0.000282544354497,0.143526700114,0.285833315397,0.000282557726284,0.000282565208982
0.000438749548656,0.000438731587536,0.000438759461643,0.000438709344396,0.0728126928614,0.114520685762,0.809720200576,0.000438810011214,0.000438694949263,0.000438707936705
0.322487500369,0.0005264001852,0.000526398759312,0.00052647911369,0.000526390106087,0.000526380258267,0.000526424582788,0.673705866565,0.000526422926211,0.000526441450134
0.000308685312098,0.810933853644,0.000308687336471,0.000308708627452,0.000308700932275,0.000308700297659,0.186579799825,0.000308695454229,0.000308685439517,0.000308715184335
0.00144956341996,0.00144965606906,0.00144967700893,0.00144978846359,0.00144958332457,0.00144978097136,0.209894403887,0.778572327795,0.00144971636823,0.00144961779665
0.000840517961591,0.000840553675813,0.000840628957425,0.000840502530727,0.000840447468344,0.0856116575332,0.000840532925481,0.000840568577473,0.000840528194091,0.907976698023
0.139351690639,0.00333428557251,0.00333434997556,0.00333412982273,0.00333398826613,0.00333394810629,0.212661919949,0.476127036038,0.0033338781988,0.212790503606
0.371052717542,0.000549585196879,0.000549575173297,0.0148474359143,0.0434937429654,0.000549567679678,0.49440919342,0.026176590857,0.00054955679312,0.0477353336068
0.000680448430255,0.115861633368,0.423892844126,0.000680392998484,0.000680379422721,0.0693170730773,0.000680467518071,0.000680386394368,0.000680404731708,0.387111959268
0.000961767797797,0.000961737430763,0.000961881291607,0.000961729675474,0.000961766913957,0.000961750690498,0.477345334824,0.00096181205686,0.514955000173,0.000961795387983
0.000395357815098,0.0755711220673,0.416006605628,0.156669326939,0.0003953657198,0.0193766570837,0.291646830445,0.000395367854794,0.022355603567,0.0159101993928
0.117513105645,0.000800126058295,0.000800205122742,0.456003858468,0.000800153905048,0.000800205477305,0.0362680629396,0.384296457685,0.000800234461306,0.00080024119694
0.000454639866017,0.243158304362,0.000454661088982,0.000454629893441,0.000454608904335,0.000454672989825,0.000454733344478,0.000454647463644,0.000454640987719,0.753180737492
0.00181867685972,0.00181865166921,0.00181873061737,0.0354415313653,0.0018184437012,0.00181847218784,0.001818670461,0.950251237885,0.00181870150693,0.00181870150348
0.000358512286178,0.000358496064834,0.000358506995771,0.0538388736791,0.072431470777,0.000358512160762,0.616764113095,0.155463967661,0.000358584564356,0.0995185036795
0.201632664451,0.00131612330789,0.128046966563,0.00131611772426,0.0399424344589,0.0013160916151,0.193793172447,0.42994237221,0.00131607939903,0.00131617544252
0.123633391069,0.00166711403549,0.0016670346286,0.00166706334281,0.00166719502994,0.00166699932624,0.398574753587,0.236496595575,0.173076143593,0.0620363864522
0.239693562369,0.000413295138768,0.0329591874011,0.0979556677427,0.000413286148108,0.00041336939354,0.000413328074684,0.000413339537883,0.62665378464,0.000413324947329
0.558388434346,0.0172437081368,0.0082190795765,0.393409237933,0.000404934123262,0.000404918921061,0.0156234713924,0.00040497323567,0.00552608358943,0.000404956343983
0.00125029035874,0.00125021961574,0.00125038716984,0.0012503389404,0.00125037478796,0.00125029260775,0.831097350918,0.158889827757,0.00125025215485,0.00125031202866
0.0842060083114,0.308726791633,0.000666891049149,0.0717066874359,0.000666793093365,0.000666880155099,0.000666850807027,0.000666868342848,0.000666820717127,0.531205404903
0.000709358298236,0.000709385025241,0.961033483267,0.000709354427223,0.000709353180109,0.000709387840459,0.000709407995762,0.0317028072353,0.000709355495945,0.000709418748415
0.39327313719,0.000478581600244,0.000478557506242,0.00047857494377,0.000478610820988,0.051393000518,0.00047859295691,0.531768198743,0.000478548132297,0.0189444355474
0.000893084223279,0.000893198407065,0.000893158433416,0.000893074953948,0.000893063611929,0.000893129261361,0.000893136491616,0.00089314397555,0.000893102242385,0.955500588652
0.0417374127895,0.151539476575,0.00212839245012,0.279368671662,0.00212803366534,0.00212825481381,0.00212828967467,0.550308381463,0.00212814898014,0.00212829428317
0.000813252152023,0.00081314025628,0.176377830288,0.50960740298,0.000813142538692,0.000813168878702,0.30836099995,0.000813215750971,0.000813205365347,0.00081320150986
0.00400110240923,0.00400039678342,0.00400054854686,0.00400160019449,0.00400066304689,0.00400064483995,0.963991638786,0.00400089056758,0.00400110762551,0.00400098401466
0.845583862935,0.00243944256206,0.00243958860525,0.134958935883,0.00243963675632,0.00243950186939,0.00243986767623,0.00243959584659,0.00243968388718,0.00243999168051
0.000339066074786,0.000339043500206,0.000339044191566,0.0641093782943,0.154847334999,0.000339038380798,0.746583210657,0.0324182133841,0.000339029361665,0.000339050386223
8.86751044285e-05,8.86736255402e-05,0.498773313815,8.86725809552e-05,8.86700105028e-05,0.00642489506104,0.384643994801,0.102787619014,0.00696505782948,8.86720797965e-05
0.000185567976556,0.000185571647075,0.363909121559,0.00018558339013,0.000185561635703,0.000185566221273,0.634604319769,0.000185580766302,0.000185570040989,0.00018557886643
0.993128342999,0.000763464754216,0.000763600254714,0.000763491339761,0.000763514642094,0.000763484117705,0.000763525686596,0.000763518887371,0.000763582013405,0.000763476046413
0.00163977297284,0.00163984680729,0.00163965620235,0.00163974296003,0.00163960271819,0.00163978504455,0.0016397868838,0.985242316121,0.00163967361167,0.00163972520458
0.00119082084883,0.0011907069226,0.00119068425583,0.410815943603,0.419247366921,0.00119073000179,0.16163951422,0.0011908002102,0.00119071350281,0.00119076190446
0.000561945720258,0.0105411246274,0.348823068651,0.000561943836054,0.000561921003062,0.000561977547199,0.403156102721,0.0216607339688,0.211982493399,0.000561944595784
0.00200071759319,0.00200030578394,0.00200027747187,0.981996250176,0.00200029403606,0.00200026553185,0.00200040561667,0.00200055501659,0.00200032993546,0.00200039124861
0.0166729460112,0.0166688482998,0.0166714192582,0.0166696705257,0.0166676868135,0.439313505152,0.0166740534347,0.202584507495,0.241055610549,0.016670108259
0.000197675179303,0.0326093589737,0.484869912159,0.0233948914895,0.00019765915943,0.000197667574175,0.000197671877611,0.000197679885591,0.0978940392638,0.360292551193
0.000374585198272,0.00037460324606,0.000374682895111,0.000374707168522,0.00037463297268,0.136286946404,0.6455519928,0.215463561598,0.000374623391244,0.000374587441019
0.00108711942786,0.00108728579371,0.00108711222977,0.00108709781279,0.491828003095,0.00108708590056,0.00108714510032,0.00108712600044,0.499475082837,0.00108712409805
0.000534893899646,0.00053488589882,0.00053490032374,0.0798886272115,0.000534852491769,0.000534866545918,0.793121939462,0.123995519459,0.00053488771834,0.000534921262682
0.71116458294,0.000675772229499,0.000675835266587,0.28344412096,0.000675838711783,0.000675806851822,0.000675875791395,0.000675868124998,0.000675851004938,0.000675825142161
0.0125028012632,0.887470327149,0.0125056532577,0.0125040234305,0.0125015885384,0.0125025234156,0.0125046295418,0.0125032003345,0.0125026593688,0.012502527859
0.0020838721051,0.00208364816992,0.00208365086142,0.00208393819249,0.00208378410598,0.0020837928961,0.523480095848,0.00208422557281,0.460939113228,0.00208392136927
0.00178628633391,0.00178604253507,0.00178614813647,0.37516267923,0.00178624548263,0.126713271727,0.00178630169426,0.00178627359631,0.30502299332,0.1420263718
0.000355967284072,0.000355978355247,0.0700890294707,0.000355967484551,0.0357214297749,0.364621122756,0.335408238156,0.0696943427161,0.000355964191148,0.123145330319
0.0438957907343,0.0140322640207,0.000574878470737,0.402999821588,0.000574840405367,0.0184748311435,0.50352264577,0.000574891445992,0.000574844075816,0.030357227718
0.221867781057,0.004348924135,0.00434928184756,0.00434914971605,0.00434872649167,0.00434839171321,0.742119450148,0.00434911117633,0.00434900741535,0.00434980868019
0.175109145296,0.00104178857541,0.00104215619437,0.00104192355959,0.00104177834956,0.00104181361056,0.00104189532084,0.00104217780805,0.00104193183294,0.816570155562
0.0166683786837,0.0166675811868,0.849984368132,0.0166680946615,0.016667553431,0.0166672275203,0.0166684816294,0.0166711778091,0.0166684025522,0.0166686159224
0.755378423316,0.00294164742726,0.221090968946,0.00294232055714,0.00294173745824,0.00294154155971,0.00294173605756,0.00294167865189,0.0029420511008,0.00294201833699
0.00151533977792,0.986361635978,0.00151541970388,0.0015153006277,0.00151530226608,0.00151539370412,0.00151538379889,0.00151536663596,0.00151545179391,0.00151535655906
0.53017108442,0.000362382855729,0.000362404161236,0.0926215616406,0.00289486524921,0.000362404149098,0.257994688908,0.0251383256851,0.0896136570554,0.000362420486523
0.000588369450811,0.03539823972,0.254129074581,0.000588339128001,0.000588380334775,0.000588409880581,0.303652714549,0.000588417562565,0.00058835350956,0.403672083453
0.000337921287743,0.000337892682058,0.000337933408816,0.339609588406,0.000337936738263,0.584777506407,0.000337928076904,0.000337928391227,0.000337911231368,0.0734387857743
0.0035719517153,0.00357194667563,0.00357178732002,0.00357194630887,0.00357206791924,0.0035721883641,0.00357206709297,0.00357187083836,0.967852309195,0.00357187904357
0.00106417854831,0.0343892757048,0.272311221637,0.00106400874731,0.00106399572076,0.463265233459,0.00106407283545,0.00106403802269,0.224328678401,0.00106402558926
0.000598891052282,0.000598978138295,0.000598913884002,0.000598899303994,0.000598915893678,0.654184924414,0.000598902307384,0.000598970079911,0.000598898495701,0.34101100222
0.000355931725373,0.000356013784822,0.000355952834288,0.000355942936852,0.000355930539795,0.000355957426871,0.000355947344657,0.000355928232183,0.000355934472047,0.996796494616
0.00051826209687,0.0826067575417,0.000518249621069,0.000518212261968,0.000518292776686,0.304333012113,0.538581944118,0.000518215008067,0.000518310598929,0.070539156026
0.000209691703126,0.0609371595537,0.119318423457,0.000209688867176,0.000209714062761,0.150724789628,0.150963312692,0.145531330708,0.000209702558994,0.371453440094
0.00175498522151,0.00175467036643,0.984206978741,0.00175495729574,0.0017546478236,0.00175468086112,0.00175473501344,0.00175489524141,0.00175475134339,0.00175468083948
0.000926196337454,0.686053617677,0.00092615740052,0.166868159299,0.000926080981847,0.000926094042475,0.000926202088795,0.140479835858,0.000926110935658,0.000926158376
0.00416761501303,0.00416718950058,0.00416734766768,0.00416741170943,0.00416726770873,0.0041673990668,0.0041675135615,0.00416744169581,0.962493475234,0.00416739280326
0.00137027655712,0.00137006884672,0.00137049840007,0.00137040439703,0.00137021133692,0.00137021581108,0.764183221778,0.225402261171,0.00137006499739,0.00137014921438
0.00111139787894,0.0011113682736,0.00111144789736,0.122091346852,0.00111145092437,0.0011114320682,0.00111139986473,0.869006361063,0.00111134466725,0.00111132271293
0.00048788159128,0.357163503094,0.000487913081911,0.00048788335167,0.00048790183756,0.330515367891,0.000487913625113,0.000487946837186,0.000487905283884,0.308932711171
0.000492721167149,0.000492726933787,0.000492758820459,0.000492701540972,0.121129824708,0.376934146738,0.000492759249513,0.105229263164,0.393870432766,0.0004927317451
0.000331215555032,0.00681634833081,0.000331205315621,0.000331218775204,0.928273559619,0.000331209565541,0.000331221938181,0.0321523286354,0.000331208158818,0.026166709606
0.000241018414381,0.450832113468,0.000241044325153,0.000241029223471,0.000241073590924,0.000241033428878,0.000241040537191,0.000241033118882,0.000241038156489,0.547241732569
0.132515445205,0.00370631535952,0.238160390688,0.000103545624326,0.000103545088199,0.000103546621852,0.492432007211,0.0901155534303,0.0368301479284,0.002196770941
0.000990352874326,0.000990273730847,0.000990374051415,0.510641657179,0.000990362452235,0.000990320767808,0.432307437609,0.000990294744243,0.0388293064804,0.0135087119338
0.00075207075284,0.000751991419469,0.135598467139,0.00075206198166,0.000752037361883,0.000752012513131,0.000752076829853,0.858368443824,0.000752049715995,0.000752092986109
